sample,Gene,value,group,replicate
P_TP_90_REP_2,Eya1,4.569914048,Posterior,2
P_TP_90_REP_3,Eya1,3.72693495,Posterior,3
P_TP_120_REP_1,Eya1,3.78113974,Posterior,1
P_TP_120_REP_2,Eya1,3.509185219,Posterior,2
P_TP_120_REP_3,Eya1,2.945819728,Posterior,3
P_TP_30_REP_1,Msc,2.546501065,Posterior,1
P_TP_30_REP_2,Msc,2.989170305,Posterior,2
P_TP_30_REP_3,Msc,1.66557811,Posterior,3
P_TP_60_REP_2,Msc,3.330477218,Posterior,2
P_TP_60_REP_3,Msc,3.297777885,Posterior,3
P_TP_90_REP_2,Msc,2.848959952,Posterior,2
P_TP_90_REP_3,Msc,2.526161539,Posterior,3
P_TP_120_REP_2,Msc,3.62411826,Posterior,2
P_TP_120_REP_3,Msc,1.316162776,Posterior,3
P_TP_30_REP_1,Kcnb2,3.54259792,Posterior,1
P_TP_30_REP_2,Kcnb2,6.830075268,Posterior,2
P_TP_30_REP_3,Kcnb2,5.491572621,Posterior,3
P_TP_60_REP_1,Kcnb2,5.723915117,Posterior,1
P_TP_60_REP_2,Kcnb2,5.406487524,Posterior,2
P_TP_60_REP_3,Kcnb2,5.237671885,Posterior,3
P_TP_90_REP_1,Kcnb2,4.291562429,Posterior,1
P_TP_90_REP_2,Kcnb2,5.332604697,Posterior,2
P_TP_90_REP_3,Kcnb2,6.191515401,Posterior,3
P_TP_120_REP_1,Kcnb2,7.005389168,Posterior,1
P_TP_120_REP_2,Kcnb2,6.425863983,Posterior,2
P_TP_120_REP_3,Kcnb2,5.045951044,Posterior,3
P_TP_30_REP_1,Terf1,8.542558468,Posterior,1
P_TP_30_REP_2,Terf1,8.323045406,Posterior,2
P_TP_30_REP_3,Terf1,8.549415407,Posterior,3
P_TP_60_REP_1,Terf1,8.680425638,Posterior,1
P_TP_60_REP_2,Terf1,8.387607461,Posterior,2
P_TP_60_REP_3,Terf1,8.519295965,Posterior,3
P_TP_90_REP_1,Terf1,8.429589484,Posterior,1
P_TP_90_REP_2,Terf1,8.710084542,Posterior,2
P_TP_90_REP_3,Terf1,8.169836431,Posterior,3
P_TP_120_REP_1,Terf1,8.825119637,Posterior,1
P_TP_120_REP_2,Terf1,8.309703604,Posterior,2
P_TP_120_REP_3,Terf1,8.440586145,Posterior,3
P_TP_30_REP_1,Rpl7,13.59859559,Posterior,1
P_TP_30_REP_2,Rpl7,13.52524552,Posterior,2
P_TP_30_REP_3,Rpl7,13.8044181,Posterior,3
P_TP_60_REP_1,Rpl7,13.54644136,Posterior,1
P_TP_60_REP_2,Rpl7,13.88921526,Posterior,2
P_TP_60_REP_3,Rpl7,13.76883045,Posterior,3
P_TP_90_REP_1,Rpl7,13.81363305,Posterior,1
P_TP_90_REP_2,Rpl7,14.06148206,Posterior,2
P_TP_90_REP_3,Rpl7,13.78158257,Posterior,3
P_TP_120_REP_1,Rpl7,13.58893113,Posterior,1
P_TP_120_REP_2,Rpl7,13.83944349,Posterior,2
P_TP_120_REP_3,Rpl7,13.66556425,Posterior,3
P_TP_30_REP_1,Rdh10,6.124299714,Posterior,1
P_TP_30_REP_2,Rdh10,6.538495986,Posterior,2
P_TP_30_REP_3,Rdh10,6.518818585,Posterior,3
P_TP_60_REP_1,Rdh10,6.684457269,Posterior,1
P_TP_60_REP_2,Rdh10,6.433251923,Posterior,2
P_TP_60_REP_3,Rdh10,6.518294417,Posterior,3
P_TP_90_REP_1,Rdh10,6.190038706,Posterior,1
P_TP_90_REP_2,Rdh10,6.457254618,Posterior,2
P_TP_90_REP_3,Rdh10,6.865535223,Posterior,3
P_TP_120_REP_1,Rdh10,6.854633205,Posterior,1
P_TP_120_REP_2,Rdh10,6.45720801,Posterior,2
P_TP_120_REP_3,Rdh10,6.533513639,Posterior,3
P_TP_30_REP_1,Stau2,6.799620623,Posterior,1
P_TP_30_REP_2,Stau2,6.667217976,Posterior,2
P_TP_30_REP_3,Stau2,6.641611665,Posterior,3
P_TP_60_REP_1,Stau2,6.562558392,Posterior,1
P_TP_60_REP_2,Stau2,6.120867329,Posterior,2
P_TP_60_REP_3,Stau2,6.664320629,Posterior,3
P_TP_90_REP_1,Stau2,6.622975272,Posterior,1
P_TP_90_REP_2,Stau2,6.217687486,Posterior,2
P_TP_90_REP_3,Stau2,6.21811685,Posterior,3
P_TP_120_REP_1,Stau2,5.94374654,Posterior,1
P_TP_120_REP_2,Stau2,6.659396258,Posterior,2
P_TP_120_REP_3,Stau2,6.449919613,Posterior,3
P_TP_30_REP_1,Ube2w,7.363389234,Posterior,1
P_TP_30_REP_2,Ube2w,7.40343115,Posterior,2
P_TP_30_REP_3,Ube2w,7.308334893,Posterior,3
P_TP_60_REP_1,Ube2w,7.349089357,Posterior,1
P_TP_60_REP_2,Ube2w,7.123913618,Posterior,2
P_TP_60_REP_3,Ube2w,7.375528265,Posterior,3
P_TP_90_REP_1,Ube2w,7.225617491,Posterior,1
P_TP_90_REP_2,Ube2w,7.247772391,Posterior,2
P_TP_90_REP_3,Ube2w,7.247659276,Posterior,3
P_TP_120_REP_1,Ube2w,7.325069706,Posterior,1
P_TP_120_REP_2,Ube2w,6.561841229,Posterior,2
P_TP_120_REP_3,Ube2w,7.332512462,Posterior,3
P_TP_30_REP_1,Eloc,9.899213218,Posterior,1
P_TP_30_REP_2,Eloc,9.518039703,Posterior,2
P_TP_30_REP_3,Eloc,9.743031133,Posterior,3
