ID,Unnamed: 0,P_VALUE,Q_VALUE,PERIOD,LAG,AMPLITUDE,OFFSET,MEAN_PERIODICITY,SCATTER,TP_30_REP_1,TP_30_REP_2,TP_30_REP_3,TP_60_REP_1,TP_60_REP_2,TP_60_REP_3,TP_90_REP_1,TP_90_REP_2,TP_90_REP_3,TP_120_REP_1,TP_120_REP_2,TP_120_REP_3,Ensembl_ID
Tmem42,8722,0.975109087,1.0,129.79831,84.69797439,0.183751482,3.819171579,0.26303235,3.426669507,3.13382566,2.860257497,4.795041431,4.74841622,3.37177351,3.803705785,4.083242293,3.576022663,3.85025551,4.017980291,4.036567663,3.510084212,ENSMUSG00000066233
Zdhhc3,8724,1.0,1.0,127.99391,107.9655778,0.010653006,7.929961002,0.22110774,0.969727146,7.965109125,8.047186619,7.873810617,7.997843109,7.55482519,7.859240485,8.07615906,8.040130182,8.027406218,7.938872507,7.800970118,7.955624243,ENSMUSG00000025786
Exosc7,8725,1.0,1.0,130.54482,95.57352202,0.091613006,8.150634102,0.19270217,0.907480472,7.443370293,8.116681987,8.051896644,8.1539875,8.451722808,8.16913587,8.248195416,7.994503286,8.186933416,8.219156053,8.316717519,8.309103526,ENSMUSG00000025785
Cdcp1,8727,0.34821801,0.891018593,127.48538,125.7975581,0.483100478,5.242692649,0.63749355,1.548792229,5.089785304,5.701735612,5.098023716,4.835357424,4.300349267,5.062276443,5.469032201,5.797774399,4.270790021,6.176445516,4.854591721,5.569712785,ENSMUSG00000035498
Tmem158,8728,0.832480319,1.0,128.83768,120.9804036,0.213363493,5.342519659,0.2831079,2.018522033,5.688022697,5.991283552,4.708192408,5.205427751,4.300349267,5.356646905,6.162637432,5.525731127,4.920559551,5.712826109,4.991928281,5.374283445,ENSMUSG00000054871
Lars2,8729,0.051804311,0.468824646,130.51862,85.16799972,0.39661631,7.466066179,0.58006644,0.946731313,7.057657242,6.683346694,7.519387963,7.515612651,8.088494955,7.437307518,7.935532455,7.555398461,7.570888617,7.290151583,7.508397734,7.559355689,ENSMUSG00000035202
Limd1,8730,1.0,1.0,129.81885,117.7694745,0.018212415,8.119209672,0.10834997,1.083819925,7.70770878,8.168687896,8.15810845,7.8646668,8.538943245,8.201265438,8.013931491,8.002208683,8.007021105,8.301663742,8.299178976,8.24811705,ENSMUSG00000025239
Sacm1l,8731,0.91240704,1.0,131.71707,33.54147684,0.098145723,5.968243126,0.74152535,3.960591416,5.890737547,6.591073558,5.911712332,5.205427751,6.183787013,6.476567486,5.469032201,6.026567457,6.213618915,5.429419235,6.231972751,6.010162321,ENSMUSG00000025240
Slc6a20b,8732,0.84971524,1.0,131.26929,100.2823484,0.151167306,2.476657302,0.467834,3.250838448,1.55797303,1.642713189,3.423799894,2.940823238,2.041656525,2.551328359,1.713088689,3.400556595,2.556044675,2.505160456,2.53999097,2.810862287,ENSMUSG00000025243
Slc6a20a,8733,0.065118315,0.532277241,130.07233,82.80661499,1.857121704,2.184897379,0.57330745,0.650127832,,0.145516069,0.856763257,0.875631977,4.860695682,4.428097896,,2.69218953,3.72272051,,1.549098123,2.271731791,ENSMUSG00000036814
Lztfl1,8735,0.92640625,1.0,132.04977,111.3867838,0.044365775,7.628665636,0.7932132,4.262225296,7.721065395,7.674813068,7.371794634,7.420394629,7.875217938,7.50751458,7.852626992,7.502050983,7.561600022,7.740179976,7.810286346,7.503914414,ENSMUSG00000025245
Fyco1,8736,0.67502656,1.0,127.82283,58.99654227,0.11343292,7.264463887,0.6501298,2.334102995,7.536968866,7.211373589,7.003629333,7.420394629,7.55482519,7.310488925,7.463146184,7.491140616,6.823512756,6.852867259,7.512208578,7.12300278,ENSMUSG00000025241
