sample,Gene,value,group,replicate
P_TP_120_REP_3,A630089N07Rik,19.14879777,Posterior,3
P_TP_120_REP_4,A630089N07Rik,19.10252449,Posterior,4
P_TP_30_REP_1,Aaas,23.54727655,Posterior,1
P_TP_30_REP_2,Aaas,23.68704684,Posterior,2
P_TP_30_REP_3,Aaas,23.60200434,Posterior,3
P_TP_30_REP_4,Aaas,23.73187336,Posterior,4
P_TP_60_REP_1,Aaas,23.71959404,Posterior,1
P_TP_60_REP_2,Aaas,23.63927675,Posterior,2
P_TP_60_REP_3,Aaas,23.6508882,Posterior,3
P_TP_60_REP_4,Aaas,23.73767482,Posterior,4
P_TP_90_REP_1,Aaas,23.67598361,Posterior,1
P_TP_90_REP_2,Aaas,23.54579853,Posterior,2
P_TP_90_REP_3,Aaas,23.63821802,Posterior,3
P_TP_90_REP_4,Aaas,23.56021175,Posterior,4
P_TP_120_REP_1,Aaas,23.63067697,Posterior,1
P_TP_120_REP_2,Aaas,23.59879545,Posterior,2
P_TP_120_REP_3,Aaas,23.77292871,Posterior,3
P_TP_120_REP_4,Aaas,23.61520471,Posterior,4
P_TP_30_REP_1,Aacs,24.10794336,Posterior,1
P_TP_30_REP_2,Aacs,24.47180334,Posterior,2
P_TP_30_REP_3,Aacs,24.24999336,Posterior,3
P_TP_30_REP_4,Aacs,24.60773993,Posterior,4
P_TP_60_REP_1,Aacs,24.59285203,Posterior,1
P_TP_60_REP_2,Aacs,24.56582987,Posterior,2
P_TP_60_REP_3,Aacs,24.71459653,Posterior,3
P_TP_60_REP_4,Aacs,24.99945023,Posterior,4
P_TP_90_REP_1,Aacs,24.36580036,Posterior,1
P_TP_90_REP_2,Aacs,24.5500263,Posterior,2
P_TP_90_REP_3,Aacs,24.3267453,Posterior,3
P_TP_90_REP_4,Aacs,24.66203868,Posterior,4
P_TP_120_REP_1,Aacs,24.38267015,Posterior,1
P_TP_120_REP_2,Aacs,24.23571338,Posterior,2
P_TP_120_REP_3,Aacs,24.24202561,Posterior,3
P_TP_120_REP_4,Aacs,24.2524564,Posterior,4
P_TP_30_REP_1,Aagab,21.23315647,Posterior,1
P_TP_30_REP_2,Aagab,21.12528552,Posterior,2
P_TP_30_REP_3,Aagab,21.08833141,Posterior,3
P_TP_30_REP_4,Aagab,20.9299468,Posterior,4
P_TP_60_REP_1,Aagab,20.93563144,Posterior,1
P_TP_60_REP_2,Aagab,20.93818678,Posterior,2
P_TP_60_REP_3,Aagab,21.02536565,Posterior,3
P_TP_60_REP_4,Aagab,20.70485529,Posterior,4
P_TP_90_REP_1,Aagab,20.90767564,Posterior,1
P_TP_90_REP_2,Aagab,20.80709576,Posterior,2
P_TP_90_REP_3,Aagab,21.05043727,Posterior,3
P_TP_90_REP_4,Aagab,21.00339733,Posterior,4
P_TP_120_REP_1,Aagab,21.02672035,Posterior,1
P_TP_120_REP_2,Aagab,21.23615868,Posterior,2
P_TP_120_REP_3,Aagab,21.16438947,Posterior,3
P_TP_120_REP_4,Aagab,21.22488404,Posterior,4
P_TP_30_REP_1,Aak1,22.12331455,Posterior,1
P_TP_30_REP_2,Aak1,22.62301393,Posterior,2
P_TP_30_REP_3,Aak1,22.4069141,Posterior,3
P_TP_30_REP_4,Aak1,22.3516232,Posterior,4
P_TP_60_REP_1,Aak1,22.48046908,Posterior,1
P_TP_60_REP_2,Aak1,22.61349856,Posterior,2
P_TP_60_REP_3,Aak1,22.35561641,Posterior,3
P_TP_60_REP_4,Aak1,22.34743343,Posterior,4
P_TP_90_REP_1,Aak1,22.21080459,Posterior,1
P_TP_90_REP_2,Aak1,22.59628323,Posterior,2
P_TP_90_REP_3,Aak1,22.28964597,Posterior,3
P_TP_90_REP_4,Aak1,22.65121828,Posterior,4
P_TP_120_REP_1,Aak1,22.44441927,Posterior,1
P_TP_120_REP_2,Aak1,22.39373727,Posterior,2
P_TP_120_REP_3,Aak1,22.05782695,Posterior,3
P_TP_120_REP_4,Aak1,22.62357193,Posterior,4
P_TP_30_REP_1,Aak1.1,22.15233184,Posterior,1
P_TP_30_REP_2,Aak1.1,22.14476682,Posterior,2
P_TP_30_REP_3,Aak1.1,22.07584665,Posterior,3
P_TP_30_REP_4,Aak1.1,22.00417589,Posterior,4
P_TP_60_REP_1,Aak1.1,21.94944697,Posterior,1
P_TP_60_REP_2,Aak1.1,21.92332797,Posterior,2
P_TP_60_REP_3,Aak1.1,21.88305592,Posterior,3
P_TP_60_REP_4,Aak1.1,21.77332484,Posterior,4
P_TP_90_REP_1,Aak1.1,21.93877107,Posterior,1
P_TP_90_REP_2,Aak1.1,21.92103794,Posterior,2
P_TP_90_REP_3,Aak1.1,22.21859761,Posterior,3
P_TP_90_REP_4,Aak1.1,22.27124885,Posterior,4
P_TP_120_REP_1,Aak1.1,22.05503776,Posterior,1
P_TP_120_REP_2,Aak1.1,22.16295995,Posterior,2
P_TP_120_REP_3,Aak1.1,21.99276789,Posterior,3
P_TP_120_REP_4,Aak1.1,22.35649634,Posterior,4
P_TP_30_REP_1,Aamdc,23.9325695,Posterior,1
P_TP_30_REP_2,Aamdc,24.31789444,Posterior,2
P_TP_30_REP_3,Aamdc,24.44942091,Posterior,3
P_TP_30_REP_4,Aamdc,24.38229329,Posterior,4
P_TP_60_REP_1,Aamdc,24.6452568,Posterior,1
P_TP_60_REP_2,Aamdc,24.29578358,Posterior,2
P_TP_60_REP_3,Aamdc,24.1677557,Posterior,3
P_TP_60_REP_4,Aamdc,24.39757626,Posterior,4
P_TP_90_REP_1,Aamdc,23.82377985,Posterior,1
P_TP_90_REP_2,Aamdc,23.91200382,Posterior,2
P_TP_90_REP_3,Aamdc,24.31418697,Posterior,3
P_TP_90_REP_4,Aamdc,24.42279738,Posterior,4
P_TP_120_REP_1,Aamdc,23.98270501,Posterior,1
P_TP_120_REP_2,Aamdc,24.48126669,Posterior,2
P_TP_120_REP_3,Aamdc,24.5085615,Posterior,3
P_TP_120_REP_4,Aamdc,24.08165621,Posterior,4
P_TP_30_REP_1,Aamp,24.36608078,Posterior,1
P_TP_30_REP_2,Aamp,24.41930001,Posterior,2
P_TP_30_REP_3,Aamp,24.31892416,Posterior,3
P_TP_30_REP_4,Aamp,24.28131478,Posterior,4
P_TP_60_REP_1,Aamp,24.15501056,Posterior,1
P_TP_60_REP_2,Aamp,24.13645024,Posterior,2
P_TP_60_REP_3,Aamp,24.07298483,Posterior,3
P_TP_60_REP_4,Aamp,24.03436291,Posterior,4
P_TP_90_REP_1,Aamp,24.31262039,Posterior,1
P_TP_90_REP_2,Aamp,24.16514397,Posterior,2
P_TP_90_REP_3,Aamp,24.12989129,Posterior,3
P_TP_90_REP_4,Aamp,24.67791971,Posterior,4
P_TP_120_REP_1,Aamp,24.12928158,Posterior,1
P_TP_120_REP_2,Aamp,24.1360287,Posterior,2
P_TP_120_REP_3,Aamp,24.27386444,Posterior,3
P_TP_120_REP_4,Aamp,24.4415027,Posterior,4
P_TP_30_REP_1,Aar2,21.92235239,Posterior,1
P_TP_30_REP_2,Aar2,21.97514896,Posterior,2
P_TP_30_REP_3,Aar2,22.13892005,Posterior,3
P_TP_30_REP_4,Aar2,21.71823875,Posterior,4
P_TP_60_REP_1,Aar2,22.05418829,Posterior,1
P_TP_60_REP_2,Aar2,22.25037614,Posterior,2
P_TP_60_REP_3,Aar2,22.2650009,Posterior,3
P_TP_60_REP_4,Aar2,22.15119057,Posterior,4
P_TP_90_REP_1,Aar2,22.37057666,Posterior,1
