"diag"
"A2m"	0.949434819846537
"A630089N07Rik"	0.357967422012989
"Aaas"	0.432754508944017
"Aacs"	0.755762651170837
"Aadat"	-0.640274005598628
"Aagab"	0.981178674553726
"Aak1"	-0.0596659000225494
"Aamdc"	0.110475788823152
"Aamp"	-0.988381453932439
"Aar2"	0.596652849535288
"Aars2"	0.243516952456706
"Aarsd1"	0.886705142256167
"Aasdh"	0.835192099084406
"Aasdhppt"	-0.457214772267177
"Aass"	0.0623917341514604
"Aatf"	0.584860767039699
"Abat"	0.925441818749052
"Abca1"	0.92353815272109
"Abca2"	0.904011584778742
"Abca5"	-0.637738170758561
"Abca9"	0.564972469306887
"Abcb10"	0.892913338922754
"Abcb1b"	0.971296447453667
"Abcb6"	0.891525683504527
"Abcb7"	-0.310769272834878
"Abcb8"	0.425977083894018
"Abcc1"	-0.52115911888551
"Abcc10"	-0.902327305872835
"Abcc4"	0.995458512204979
"Abcc5"	-0.176936049398427
"Abcd1"	0.96902899342508
"Abcd2"	0.962318746123306
"Abcd3"	0.674438956517835
"Abcd4"	0.613238554255054
"Abce1"	-0.394316101248275
"Abcf1"	0.36808966305642
"Abcf2"	0.235988656710197
"Abcf3"	0.834203471716702
"Abcg1"	-0.474779161523899
"Abcg2"	0.954291766939659
"Abhd10"	0.0421184795577239
"Abhd11"	0.998083935269198
"Abhd12"	0.183353305478415
"Abhd13"	0.224861824333878
"Abhd14a"	-0.983990735695402
"Abhd14b"	0.378038694776278
"Abhd16a"	-0.0461855799577162
"Abhd17a"	0.800774742732805
"Abhd17b"	-0.239201373445452
"Abhd17c"	0.984450111114735
"Abhd18"	0.908426919855113
"Abhd2"	0.995843059845602
"Abhd4"	0.999017819555002
"Abhd5"	0.253246902359637
"Abhd6"	-0.414772873360501
"Abi1"	0.839359170668637
"Abi2"	0.584519606321687
"Abi3"	0.940939032499559
"Abi3bp"	0.972400122713178
"Abitram"	-0.562822547835142
"Abl1"	0.969821904366005
"Abl2"	-0.689900007084365
