ID,Unnamed: 0,P_VALUE,Q_VALUE,PERIOD,LAG,AMPLITUDE,OFFSET,MEAN_PERIODICITY,SCATTER,TP_30_REP_1,TP_30_REP_2,TP_30_REP_3,TP_60_REP_1,TP_60_REP_2,TP_60_REP_3,TP_90_REP_1,TP_90_REP_2,TP_90_REP_3,TP_120_REP_1,TP_120_REP_2,TP_120_REP_3,Ensembl_ID
Taf6l,14648,0.15642025,0.789975605,127.14878,101.1817849,0.279019594,7.150924451,0.663757,1.208885401,6.668415025,7.23087262,6.957498243,6.51952392,7.446450199,6.929391834,7.581051991,7.655510116,7.201745306,7.562483454,7.184472643,6.970594337,ENSMUSG00000003680
Polr2g,14649,0.036301398,0.51987607,128.12308,59.13512116,0.130931416,8.340821733,0.6378493,0.802064407,8.359001869,8.291436652,8.296318754,8.281663096,8.809912398,8.530223445,8.477387216,8.218183674,8.306264705,8.246800972,8.221182993,8.209579211,ENSMUSG00000071662
Zbtb3,14650,0.98485776,1.0,128.32611,106.2034213,0.125151945,3.184517042,0.8241368,7.369471586,2.546501065,3.71647532,3.010837913,3.483547866,1.197994214,4.543339083,4.109403312,2.625427891,3.195447556,4.081925821,3.096503453,2.635778277,ENSMUSG00000071661
Ttc9c,14651,1.0,1.0,130.79265,101.9998528,0.039368536,9.51879329,0.11884771,2.680246766,9.369532308,9.221556411,9.573430834,9.013330393,9.718075852,10.0335071,9.137373162,9.410295431,9.878837429,9.739965438,9.467992859,9.653948303,ENSMUSG00000071660
Hnrnpul2,14652,1.0,1.0,127.58711,46.70407512,0.112647876,7.972865228,0.15863149,1.384641312,7.824287368,8.299404002,7.769776713,7.944718451,8.404236687,8.092726024,7.836979195,7.930865284,7.703323136,7.807923603,8.00490874,8.076550045,ENSMUSG00000071659
Gng3,14653,1.0,1.0,130.70695,56.16717654,0.151518223,4.148449317,0.19961832,1.08223789,4.762755222,4.389084586,4.435486683,4.478764302,4.25692519,3.154470183,4.453278663,5.091374386,4.170030975,2.065908618,5.089424684,2.240336771,ENSMUSG00000071658
Bscl2,14654,0.134491148,0.769696107,129.10042,4.109393939,0.185499427,7.108229954,0.49406832,1.019958203,7.062586889,7.288048007,6.912678769,6.987876345,7.055378913,7.12948099,6.588566817,7.207962319,6.955238084,7.512998185,7.156101841,7.332512462,ENSMUSG00000071657
Ubxn1,14656,0.04435236,0.523881436,128.90352,63.59845976,0.154181999,9.014697847,0.63045186,0.927747564,9.067548738,8.924647849,8.921554678,8.96067913,9.360104937,9.261625797,9.006655895,9.151625254,8.932503918,8.960489243,8.961688005,8.868449726,ENSMUSG00000071655
Uqcc3,14657,0.58997761,1.0,128.4344,61.32291005,0.187704454,6.202364201,0.65521973,2.069816102,6.682085738,5.987810859,5.872060415,6.366031569,6.389379411,6.45088427,6.362865356,6.474134954,5.826912915,6.15205095,5.751517974,6.374198199,ENSMUSG00000071654
Lbhd1,14658,1.0,1.0,130.51344,120.4767856,0.009677966,8.331017328,0.14222209,2.940132706,8.350466011,8.144375272,8.383364973,8.45916153,8.404236687,8.206094107,8.198146437,8.444887498,8.226620362,8.431261064,8.09235314,8.697760523,ENSMUSG00000096740
1810009A15Rik,14659,0.67914081,1.0,127.25445,99.24055466,0.189124565,5.150568049,0.4539973,2.341127728,5.655065516,4.930535444,4.637870036,5.591659169,4.155802897,5.183327197,5.163657854,5.662161703,5.454285541,5.038688978,5.591229154,4.798077957,ENSMUSG00000071653
Ints5,14660,0.30503529,0.91657947,126.42077,52.31327466,0.193772919,8.788769065,0.6741622,1.47237536,8.465603179,8.95270419,9.089172331,8.811081136,9.168990334,9.073991324,8.265037328,8.915600796,8.914317693,8.79438224,8.444840489,8.658400565,ENSMUSG00000071652
Ganab,14661,0.19616041,0.82196022,129.33992,4.117017523,0.135461039,9.012273767,0.63213384,1.287288725,8.872682086,9.00966144,9.223685518,8.974023181,8.818209191,9.020747,8.79662264,9.039852317,8.891774179,9.325490212,9.036226824,9.053791421,ENSMUSG00000071650
B3gat3,14662,0.838203539,1.0,128.05116,75.40590941,0.153836224,6.59105992,0.2818654,1.486851348,6.583553264,6.382227071,6.257221149,6.735495324,6.983425408,6.697013846,6.321560652,6.954917735,6.536163898,6.969151187,6.203627668,6.60150185,ENSMUSG00000071649
Rom1,14663,1.0,1.0,128.60657,51.17092728,0.079822284,3.090957119,0.11990232,3.685569364,3.417422306,2.989170305,2.685047309,3.07169062,3.505082842,3.227902707,3.900874658,2.036469545,2.963571946,3.400664669,2.516240909,3.417540804,ENSMUSG00000071648
Eml3,14664,0.99620361,1.0,129.04091,73.9349946,0.028038739,7.551981323,0.70333284,11.23054074,7.320328893,8.000289244,7.27836521,7.381496274,7.700944404,7.650529756,7.598448639,7.440457971,7.665163269,7.74501802,7.737688672,7.132553697,ENSMUSG00000071647
Gm10353,14665,1.0,1.0,128.41525,26.5692989,0.486590911,2.856310943,0.2213432,0.469612076,1.965431179,3.274293767,3.753962092,,3.330477218,2.995341236,,1.617425103,1.238851522,3.400664669,3.247564715,2.799111682,ENSMUSG00000114220
Mta2,14666,0.051571058,0.528462546,126.47741,86.55687103,0.165545479,9.228034233,0.58085144,0.902649605,8.899260912,9.492204409,9.073260219,9.251121435,9.232447428,9.166777809,9.48006226,9.423391743,9.427382979,8.996942717,9.18873339,9.279836299,ENSMUSG00000071646
Tut1,14667,1.0,1.0,130.47757,103.8307508,0.067898976,7.345990548,0.19344956,2.005976543,7.516212917,7.162628295,6.957498243,7.624253529,7.251927029,7.26648325,7.312513201,7.267272916,7.423689725,7.266550853,7.812308449,7.298778232,ENSMUSG00000071645
Eef1g,14668,0.66292164,1.0,131.60283,94.25358341,0.052891142,11.60343488,0.65460056,2.279131576,11.62306413,11.38094459,11.52279718,11.48662659,11.69048038,11.67119152,11.52363673,11.70483414,11.71968923,11.32738568,11.748463,11.80516369,ENSMUSG00000071644
Ahnak,14669,1.0,1.0,130.04,68.29847551,0.111649334,6.429394729,0.1400406,1.407717733,6.668415025,6.189909282,6.649437902,6.534011845,6.093785201,6.466138856,6.872170172,6.789445898,6.191515401,6.15205095,6.361055904,6.195080334,ENSMUSG00000069833
Asrgl1,14670,1.0,1.0,130.14209,12.42765414,0.165856268,4.579259752,0.22045423,1.766646727,4.415289384,5.384516533,4.729323727,3.803564438,4.943298344,4.07109374,4.453278663,4.953726406,4.551008085,4.081925821,4.444397978,4.979367009,ENSMUSG00000024654
Gm50322,14671,0.125374518,0.755270134,127.167625,115.3643303,0.222822359,6.697059812,0.50817883,1.101447478,6.346598864,6.976399158,6.680325085,6.490104153,6.517186535,6.153947717,6.843275137,6.966893657,6.657751101,6.969151187,6.487885512,7.117151846,ENSMUSG00000118138
Incenp,14672,0.37039396,0.983504899,130.70023,22.8817457,0.141260084,8.003409413,0.6891909,1.590126433,8.078011549,8.350146141,8.019682431,7.89507575,7.992452071,7.8955636,7.581051991,7.973040552,8.223341289,7.807923603,8.056986134,8.088445611,ENSMUSG00000024660
Gm50340,14673,0.17405584,0.805171369,126.80542,80.72683757,0.552910321,3.356425356,0.717501,1.245409151,2.546501065,3.398177527,3.010837913,4.286803562,3.801370643,2.816459136,5.066994272,3.213048153,3.29875912,,3.096503453,3.078976438,ENSMUSG00000118100
Fth1,14674,1.0,1.0,131.24074,52.21903044,0.008282385,11.81016527,0.13239276,1.643293586,11.763101,12.07259384,11.7415391,11.6728518,11.83955573,11.80655902,11.85928839,11.93296357,11.78814529,11.64418248,11.8062785,11.76434442,ENSMUSG00000024661
Rab3il1,14676,0.66601921,1.0,131.79538,119.562551,0.413493199,2.477279503,0.75009483,2.288593929,0.977046398,3.398177527,2.557757317,1.917562572,,2.238657744,3.363412326,2.848959952,1.238851522,2.065908618,2.927754877,3.691560427,ENSMUSG00000024663
Fads3,14677,0.002906975,0.490116903,131.59772,33.51108353,1.087873427,4.067936897,0.7731354,0.612675756,5.539663616,5.553933079,4.729323727,3.07169062,5.361780648,4.03062367,2.994360794,3.213048153,3.08416324,4.330691439,3.096503453,2.945819728,ENSMUSG00000024664
Fads2,14678,0.49801249,1.0,131.4921,64.87561285,0.083505433,8.185779634,0.4271092,1.848550513,7.998293933,8.384258233,8.19033143,8.103709874,8.222394586,8.272676405,8.151764901,8.379193012,8.196836886,8.017616019,8.146235328,8.135070651,ENSMUSG00000024665
Fads1,14679,0.107207245,0.73028432,130.35373,10.37322018,0.087023033,8.976005987,0.536876,1.055871594,8.922482345,9.123988989,9.092046681,8.846336498,8.929616515,8.893941851,8.986976258,8.906302392,8.90206492,9.041251266,9.097188494,8.873041798,ENSMUSG00000010663
Gm10143,14680,1.0,1.0,129.67218,84.61567067,0.416565871,3.706897376,0.20146276,1.652722927,2.76777938,3.71647532,2.91019972,4.216687879,3.131791797,5.027526073,4.109403312,3.503520016,3.485529016,5.038688978,3.730566862,2.799111682,ENSMUSG00000064032
Fen1,14681,0.99720196,1.0,127.31389,40.52526937,0.018097799,8.196542045,0.7807955,12.83902611,8.413286902,8.33859382,7.876989034,8.489212504,8.063967723,8.075422892,8.186690096,8.228168903,8.124853498,8.246800972,8.409222357,7.903307689,ENSMUSG00000024742
Tmem258,14682,0.914964735,1.0,127.31852,70.92180109,0.09374406,9.863676506,0.26742223,2.009260782,9.977521215,9.372688637,9.914393861,10.10341856,9.724711256,10.24560885,9.972270253,9.755726199,9.800688471,9.580963664,10.00732302,9.995661345,ENSMUSG00000036372
Myrf,14683,0.891136,1.0,127.87209,28.492066,0.134452969,3.219863597,0.27275562,3.628517455,3.863744117,2.633461247,3.355119468,2.903353121,4.25692519,2.717948657,1.732455994,3.852373481,3.08416324,2.88243799,3.096503453,3.849024921,ENSMUSG00000036098
Dagla,14684,0.20352975,0.829366359,130.9846,45.86306379,0.663058207,3.894577995,0.41926378,1.029690565,4.54064238,4.846026333,4.758563839,2.712746553,4.047054807,5.452039966,4.453278663,3.629412699,3.799191453,,4.009603773,1.693785379,ENSMUSG00000035735
Syt7,14685,0.480249,1.0,129.46931,65.93818046,0.261134633,6.784075248,0.69261247,1.807632527,6.95408905,6.411927653,6.852928907,7.332608766,6.968593825,6.79087027,6.752946437,7.124886841,7.024696984,5.511520626,6.973055953,7.185201045,ENSMUSG00000024743
Sdhaf2,14686,0.16086723,0.794948464,125.97313,40.09849244,0.171937407,7.473037919,0.45977148,1.179222199,7.508560668,7.622490172,7.598433453,7.722398298,7.736399191,7.383584641,7.084595314,7.156603371,7.57542395,7.141871509,7.658997853,7.453957364,ENSMUSG00000024668
Cpsf7,14687,0.45118089,1.0,130.30646,55.99507544,0.049849616,8.856667819,0.52512157,1.744296444,8.811804032,8.850667968,9.003222945,9.076552289,8.754788027,8.836407679,9.125421868,8.893810555,8.639633525,8.730870185,8.520977946,8.8592215,ENSMUSG00000034820
Tmem216,14688,1.0,1.0,126.81672,38.34866464,0.141980093,7.504167271,0.22248228,1.821155188,7.661305817,7.48254108,7.536477558,7.796373586,7.55964249,7.582167217,6.813789529,7.342741433,7.712707453,7.94484173,6.962172493,7.605137393,ENSMUSG00000024667
Tmem138,14689,0.31775769,0.932289072,127.14367,101.1777171,0.261100287,7.935557075,0.65881324,1.495848663,7.913912475,7.801453012,7.532251008,7.099235068,8.165003796,8.022232361,8.750680491,8.13039734,7.86355466,8.246800972,8.087353483,7.711523236,ENSMUSG00000024666
Cyb561a3,14690,1.0,1.0,128.54518,77.74268384,0.060855876,4.673764326,0.12525736,1.308923385,4.479326914,5.086011702,4.729323727,4.537466318,4.677502159,4.454348584,4.96338593,4.631400983,5.072214672,4.891554467,4.243318848,4.40022346,ENSMUSG00000034445
Tkfc,14691,0.53246209,1.0,128.59851,79.82164577,0.089776253,7.767653233,0.5609398,1.935127104,7.681863956,7.767392497,7.71489269,7.683937823,7.870098798,7.829274233,7.64941426,8.053863274,7.91324051,7.807923603,7.409459226,7.916713977,ENSMUSG00000034371
Ddb1,14692,0.20358144,0.829366359,127.238174,115.4283311,0.092557345,9.745289093,0.54118454,1.299482059,9.529322568,9.975070472,9.68233968,9.620457089,9.602741372,9.650986757,9.697464711,9.733114788,9.956923826,9.739965438,9.898783998,9.802165092,ENSMUSG00000024740
