ID,Unnamed: 0,P_VALUE,Q_VALUE,PERIOD,LAG,AMPLITUDE,OFFSET,MEAN_PERIODICITY,SCATTER,TP_30_REP_1,TP_30_REP_2,TP_30_REP_3,TP_60_REP_1,TP_60_REP_2,TP_60_REP_3,TP_90_REP_1,TP_90_REP_2,TP_90_REP_3,TP_120_REP_1,TP_120_REP_2,TP_120_REP_3,Ensembl_ID
Plekhg6,5593,0.04330561,0.470136038,132.47711,113.8556908,1.296653735,3.610355931,0.74644935,0.931123047,2.076945784,4.513382479,1.595145643,2.365805982,4.046395673,1.217043392,3.156239957,5.902010487,3.180537388,,,4.979089564,ENSMUSG00000038167
Cd9,5594,1.0,1.0,130.97343,58.36619462,0.002340543,7.680401107,0.2309735,2.346700783,7.290860414,7.944979866,7.906360119,7.180101936,8.020786225,7.747781782,7.791098887,7.857917106,7.609755376,7.167714055,7.724165485,7.543027243,ENSMUSG00000030342
Vwf,5595,0.09554281,0.657317206,126.581055,66.48180183,0.613728185,3.205545217,0.6532768,1.088522406,2.894965454,2.855892113,3.117819794,3.418677379,3.504443064,4.595874631,3.328513476,2.378459798,4.476776278,2.683023979,3.045593215,,ENSMUSG00000001930
Ntf3,5596,0.06140484,0.534661948,128.53896,75.69315766,0.482244666,4.681042931,0.69105357,0.990512051,4.266167414,4.513382479,4.200280807,5.852420203,4.837755579,4.634858459,5.078560582,4.590899738,5.235178323,4.109863455,4.957177912,4.338324371,ENSMUSG00000049107
Kcna6,5598,0.842516938,1.0,130.69652,58.24279125,0.039773947,3.689299712,0.28085816,1.823193178,3.678464003,3.372849804,4.23166291,3.594359138,3.504443064,3.898143561,3.864792923,3.232603418,4.378474328,2.683023979,3.045593215,4.073418839,ENSMUSG00000038077
Ndufa9,5599,0.229240605,0.824328512,132.5122,105.4498638,0.238184116,8.115313951,0.40085953,1.040038245,7.745073733,7.797678486,8.088797624,8.037423591,7.952110764,8.195229167,8.598818669,8.204507196,7.876068602,8.523126975,8.144560561,8.296058248,ENSMUSG00000000399
Rad51ap1,5600,1.0,1.0,132.22441,107.3252599,0.078531933,7.315451015,0.0933533,3.845278251,7.019760045,7.422456847,7.272536591,7.554191582,7.205600104,7.123407079,7.542551279,7.146632235,7.336244452,6.910302483,7.527437004,7.73141794,ENSMUSG00000030346
D6Wsu163e,5601,1.0,1.0,131.01088,54.21267559,0.049685934,5.180586035,0.15391745,1.347902087,5.22818305,5.810331898,5.059182308,5.66825711,4.319938871,5.200333659,5.259789269,5.353966342,5.515135849,4.50385902,4.908209546,5.079024952,ENSMUSG00000030347
Tigar,5602,1.0,1.0,129.29189,32.92390825,0.125994171,5.860079479,0.113138095,1.006969791,5.881281697,5.938174415,5.742882131,5.852420203,6.231989182,5.983240176,5.632876292,5.623452878,5.560676606,6.425337749,5.778947128,5.600089703,ENSMUSG00000038028
Ccnd2,5603,0.90516196,1.0,131.44751,96.23439631,0.048276396,10.83937605,0.58040494,3.916966934,11.31416366,10.46794063,10.45007362,10.94715658,10.92924899,10.68092088,11.05290083,10.77332238,10.80123808,11.04066343,10.6094203,10.95816348,ENSMUSG00000000184
